gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Chrm3	173.285298355659	1.16901863094325	0.185857427570712	9.72859937702055e-12	1.73431741094145e-07
Sord	2531.84069420444	0.995087260266913	0.161441037780593	2.82918735325114e-11	1.73692139215756e-07
Gbp10	110.992579967072	-3.00230269600194	0.512005949030498	2.92296189850938e-11	1.73692139215756e-07
Ephx1	11088.4480191887	0.891933383399026	0.149571001578688	5.03555445624474e-11	2.24422073228687e-07
Tm7sf3	2083.89900793209	0.356324214021987	0.0672203853793601	2.24456453926732e-09	8.00277040830371e-06
Gas6	13796.4398667377	0.663825481644513	0.143069457237905	5.00238604928405e-09	1.48629226834311e-05
Hlf	1609.08973376933	1.91880158710267	0.463328407047852	5.98718486553722e-09	1.5247649228276e-05
Cabp1	275.674764133985	-0.918014608414608	0.193487504110933	2.01379542765793e-08	4.48749138610724e-05
Scnn1a	16212.0906394411	0.716388424905221	0.16801280597557	4.00221660439049e-08	7.92750171182991e-05
Eef1a1	154875.652321445	0.382992080418606	0.0829744204820558	5.06982463979947e-08	9.03797638537052e-05
Spon2	1063.72366433326	-2.35809163027817	0.655512783902283	6.24464307066457e-08	9.99752378495726e-05
Adamts8	1465.35291884053	0.629767308428181	0.155127368311633	6.7296957098495e-08	9.99752378495726e-05
Gbp6	766.458854353838	-1.73344253175098	0.48809592798086	8.5712661929263e-08	0.000117538432631767
Scn3a	1900.26985881581	-0.998212980254112	0.229902754110741	1.13649916648677e-07	0.000129850030059944
Cpa3	198.741082540176	-1.35728857043885	0.343718130165697	1.23826247322547e-07	0.000129850030059944
Cyp2a5	765.96845478732	2.57234103356473	0.75844205990886	1.2004186144702e-07	0.000129850030059944
Tsku	749.739384430764	1.09971828515404	0.255222592951146	1.22324291863777e-07	0.000129850030059944
Tspan4	2040.27012286366	1.34086828184749	0.341826016763373	1.46581626187587e-07	0.000137532139476111
Borcs6	371.224574004834	0.552047470207095	0.140926416002818	1.42633437444495e-07	0.000137532139476111
Dglucy	1099.97738514667	0.736393996587521	0.186993119463635	1.73465812959543e-07	0.000154618752381488
Gdf10	340.806946975305	0.775681734160695	0.195568843404747	1.91078307687538e-07	0.000162207285292654
Usp2	605.65581396442	1.11151239826084	0.270637146904059	2.24082034759118e-07	0.000181577746984127
Vpreb3	365.806257022239	1.06714529024405	0.260180107596715	2.4532367808222e-07	0.000190147183007467
Wipf3	870.856277456828	0.812957717219152	0.206791297414682	2.61301610619719e-07	0.000194092658854905
Gem	1067.39796447946	-0.649964041555655	0.179145196775796	4.27518285721427e-07	0.000275549059680553
Thoc2l	1256.87049182626	-0.551511111179284	0.151106431560544	4.3467741421659e-07	0.000275549059680553
Rab3d	3254.02460635913	0.411676596330713	0.102570948497481	4.48248316078759e-07	0.000275549059680553
Tef	10699.6795020803	1.22447201776759	0.327985467799741	4.31344087995147e-07	0.000275549059680553
Gbe1	1133.65889752783	0.439138721625031	0.111763077728134	4.29259130620092e-07	0.000275549059680553
Gdf15	331.854135006118	1.92342954288046	0.670879488692277	4.68894598513902e-07	0.000278632800256911
Gm45819	256.403542179902	1.41921974599369	0.428116950515907	5.08817633311799e-07	0.000292602966098369
Cyp26b1	1488.27455648971	2.6891622109533	1.07041201705862	5.45959440665354e-07	0.000304150592148165
Acsl1	2906.92618325786	0.443984747272748	0.115799373129281	5.81684388081884e-07	0.000304990811362816
Ank	1040.03662028509	0.527696166513573	0.145972417439985	5.73001974317236e-07	0.000304990811362816
Wee1	1055.68855304553	1.08623214298289	0.289517847762819	6.37635063726088e-07	0.000307219467055269
Aifm2	1062.03233398888	0.519125910506094	0.143898664887114	6.27195697502051e-07	0.000307219467055269
Zfp57	1277.41780999734	-0.655870937911615	0.185360610308829	6.13454705040542e-07	0.000307219467055269
Lpar3	679.154191376743	0.524821342868725	0.151333132099662	1.03103774550641e-06	0.000483692365503758
Cln6	876.671791430524	0.518408720487818	0.149889084253335	1.11618369037052e-06	0.000510210426877826
Gm43375	64.3249934762294	-1.08919349029784	0.310862267951321	1.17676837604943e-06	0.000524456245995832
Cog7	1725.30313914763	0.281863996823629	0.0689609563794985	1.2539301039312e-06	0.000545214925921501
Gde1	3741.56685820356	0.456578427602637	0.129983295406543	1.64313827720462e-06	0.000697433953993496
Per2	3127.40162490244	1.35666145998961	0.474083630035288	1.71537435813638e-06	0.000701561961602312
Myom2	476.557168256169	1.13778674387311	0.347893081175407	1.73157156619183e-06	0.000701561961602312
Dbp	1551.48731024652	2.35770934049749	1.58371124839044	1.93448178051506e-06	0.000749695797853087
Ido1	100.790618271744	-1.26999534226561	0.427584337868254	1.93349799479553e-06	0.000749695797853087
Per3	3305.17983861985	1.51881185196768	0.602452654376775	1.99210594272815e-06	0.000755601545553505
Pnn	6938.77212318557	-0.32939132286306	0.0852983284577434	2.08550943279258e-06	0.000774549513716527
Kmt5c	1713.15641305539	-0.341404315530728	0.0898274588411386	2.34773070226275e-06	0.00085414275978037
St6galnac3	848.730128049896	-0.676613156319606	0.213693822541371	2.44721762230256e-06	0.000860411802709319
Slc46a3	940.251129485404	0.501970415849327	0.153229178125174	2.46149110552394e-06	0.000860411802709319
AI504432	1606.48780275056	-0.69066681045226	0.220113609795941	2.7472809852379e-06	0.000874567466497071
Myoz2	266.581728656031	1.16699518656295	0.386296096209721	2.5910225620314e-06	0.000874567466497071
Gbp9	5272.62411782759	-0.843433358808659	0.261140838385404	2.67176214538465e-06	0.000874567466497071
Rpa1	2869.37723252798	0.370138701853699	0.100743090656732	2.73225374897556e-06	0.000874567466497071
Acaa2	3656.28001495122	0.496736424625726	0.152355164585087	2.71120404170419e-06	0.000874567466497071
Zc3h7a	6556.43223514237	-0.336259133711257	0.0893897494877517	2.86970313030151e-06	0.000897512240419034
Zfp970	1694.16270824412	0.814327372936052	0.256414525685668	2.99925747441835e-06	0.000921857982697515
Gm14403	360.37454626421	0.824913453857874	0.259879765295537	3.05537048197494e-06	0.000923187959019785
Rprm	272.731865180655	0.701274151697627	0.228759006912549	3.53394530305668e-06	0.00103278103143592
