gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Aen	1954.90223380006	1.60580689875497	0.181861279530482	2.81387275746273e-21	6.03595369308877e-17
Dglucy	1099.97738514667	1.63547254047651	0.186164484524947	5.56155320472567e-21	6.03595369308877e-17
Xcr1	149.500896432035	-2.60927940651845	0.339456022151624	1.1422369916255e-15	8.26446538007434e-12
Gpr141b	117.630052480532	-2.76468812159371	0.364100511662891	1.76152131725522e-15	9.55889542808544e-12
Gdf15	331.854135006118	3.72913940832832	0.540940793074807	1.76487931740957e-14	7.66169409273844e-11
Eda2r	850.270744509197	3.12027459704141	0.441224562670718	3.34959695634969e-14	1.17794455099e-10
Ccng1	10299.5745850329	1.91686562649468	0.271603128882497	3.79877078085783e-14	1.17794455099e-10
Ddit4l	235.178634899487	1.99060036777688	0.287663158315468	1.40372548784748e-13	3.80865817990218e-10
Exoc4	4332.41673189601	1.0600969291459	0.157680070261941	1.67021593260758e-13	4.02818967035336e-10
Phlda3	3143.48666644872	1.70871902476688	0.260101871457004	2.44822097245608e-13	5.31410844281316e-10
Ephx1	11088.4480191887	1.09394919222437	0.165988199092286	2.79338078916826e-13	5.51210212815329e-10
Slc19a2	684.803414574951	1.39040677533811	0.221449009145815	3.73213279362969e-13	6.75080620154383e-10
Flt3	294.843720329043	-1.78870722304798	0.275028622841174	6.43985915312985e-13	1.07525832906028e-09
Celf5	86.6425225750578	3.05653996235736	0.47858652454923	3.94539671957693e-12	6.11705579965263e-09
Mdm2	4807.84738393392	0.791606248100144	0.121207426471863	8.959764484976e-12	1.29653765273926e-08
Inka2	2077.97882528185	1.14139065813081	0.194405205164841	1.78627401378357e-11	2.42330398394914e-08
Dnase1l3	97.4108364371998	-2.45562612629285	0.414992647261388	1.55604961244397e-10	1.98680075810052e-07
Has1	124.664287700362	2.03330579633716	0.355539351369129	2.1356592551339e-10	2.57536776621869e-07
Cldn1	478.596704435864	-1.45224331696411	0.278532953429613	2.86924223306537e-10	3.27788273215352e-07
Gm42047	7210.84524412836	2.62261069531973	0.466676255863094	7.13062775701405e-10	7.73887030468735e-07
Ddias	173.63503548269	2.16779042741649	0.39179341169831	8.24015041884737e-10	8.51717642816672e-07
Gm37795	613.104468817965	1.9440379438932	0.361564275885976	8.83285573312413e-10	8.7148166610542e-07
Itgae	539.267329373929	-1.50877530708581	0.313975934008792	2.96622092004903e-09	2.79933875176454e-06
Cxcr6	247.158603549773	-1.11411976524122	0.231341853162264	8.84658296816577e-09	8.0009970794586e-06
Mybl1	259.684310874842	1.63825937547759	0.357630585005555	1.30140303883335e-08	1.12993017443666e-05
Zmat3	2730.21798875297	0.998836551289611	0.206085776285857	2.23516408603497e-08	1.86601814044135e-05
Psrc1	487.760796288408	2.39562612869483	0.499293589138744	2.97236699052571e-08	2.36277945971009e-05
Ei24	4311.39971804192	0.581383618471178	0.108400044937924	3.0479049512523e-08	2.36277945971009e-05
C1qtnf7	1796.8499146924	-0.715877521589516	0.140800011918234	7.1767385188023e-08	5.37166504445251e-05
Hepacam2	179.04448264957	-1.91900080216356	0.439587002478045	7.60714640967185e-08	5.50402399894457e-05
Septin3	330.671915584713	-1.9012326064488	0.439391558113098	8.47119844391663e-08	5.7461197944892e-05
Syt12	104.879163482539	2.12974154678484	0.478563402208024	8.37933301824912e-08	5.7461197944892e-05
Pvr	2256.90727621752	0.636839389504295	0.124945223152679	9.85121732535726e-08	6.47971282618802e-05
Gas6	13796.4398667377	0.6835109942501	0.136161789940445	1.17070660788378e-07	7.45951290460594e-05
Cd3g	576.642123853451	-0.90889847931896	0.194448031025213	1.20281466719436e-07	7.45951290460594e-05
AU020206	6947.65943965728	-0.715862553239297	0.144808750254532	1.43389391990836e-07	8.64558372931414e-05
Aplnr	1621.40711788239	-1.42782130626015	0.35848770922703	1.48611507373073e-07	8.71827399740518e-05
Gtse1	209.52972640886	1.72468731992436	0.432916853540534	2.14583938519812e-07	0.000122313502891288
Ncald	2888.37260940812	-0.530810336215518	0.106180096294932	2.19765346575152e-07	0.000122313502891288
P2ry10	812.794288771933	-0.98604931606909	0.22670728113051	2.48022723633168e-07	0.000134589530979538
Ak1	1228.82461580607	0.943068103765106	0.213307101925858	2.68493922941403e-07	0.000142144611984539
2900052L18Rik	524.291676531864	0.93230877927183	0.212017220499813	3.26180852272839e-07	0.000168573370938911
Kcnj5	156.013702482774	1.03572856960785	0.254026562913251	4.95288470821339e-07	0.00024556270263957
Eppk1	301.613404727029	1.01301798931338	0.246113316923968	5.09090648612396e-07	0.00024556270263957
H2-Eb1	11857.609465291	-1.08676947460192	0.27316409213099	5.01771264589127e-07	0.00024556270263957
Nfe2l2	8255.44088964879	0.547945882134538	0.115001998545509	6.04652722422262e-07	0.000273631899760251
Bax	1154.61575644183	0.983099889507559	0.237807662100828	6.05101409218282e-07	0.000273631899760251
Cpt1c	409.516677533121	1.01751720518913	0.250371308101653	6.00448468152401e-07	0.000273631899760251
Cd109	151.720622967975	1.17786761890262	0.318010256364949	8.48033749345009e-07	0.000375661644148628
Gcsam	92.5917910232543	-1.85432920741061	0.512141583513207	8.77514211723579e-07	0.00038094646959344
Lrrc32	2464.23625927953	0.678327106923747	0.148687482127033	9.3079683362545e-07	0.000396154432758314
Pou2af2	13.3374804583589	-2.56142493088405	0.744492795483536	1.13786882541318e-06	0.000474972706238818
Elf3	529.222659987982	0.862956808523967	0.20540247521089	1.2219450309945e-06	0.000493155282753935
Igkv4-77	12.072948443366	-2.8664272052407	1.79011503485531	1.22686746838259e-06	0.000493155282753935
Klrb1b	157.272569301916	-1.41541674384533	0.414175478546562	1.33890063308272e-06	0.000509862756871818
Tox3	456.303803061071	-0.800104453372023	0.186040452112903	1.31745329877233e-06	0.000509862756871818
Thy1	1459.05797091453	-0.710147849325506	0.160085120175678	1.31793536657032e-06	0.000509862756871818
Trp53cor1	36.6186819763265	1.91547915989662	0.552956658164796	1.40902090959464e-06	0.000527313928683816
Septin6	1279.00274550255	-0.634348038343468	0.141640077216384	1.51809649451753e-06	0.000549196708499958
Dusp6	6041.19206101601	0.727097168592937	0.166106813389794	1.51108605148367e-06	0.000549196708499958
Sesn2	1589.06194329541	0.835954332078839	0.203343113320877	2.01864162947259e-06	0.000718305495234951
Zfp365	1261.56192660775	0.742812022736256	0.174296282255228	2.1073080941815e-06	0.000737761766004896
Ppp1r13l	300.660775694315	0.808275461600501	0.196962796539727	2.47047047864376e-06	0.000851175114435578
Gm1965	13.8336250743644	-2.40642489361418	0.822360458055521	3.15698227964753e-06	0.00107071027128171
A930001C03Rik	48.5625643721575	2.18384044400209	0.733565505204033	3.70519197659655e-06	0.0012373061083693
Gm57303	10.9830627446623	-2.57383317733823	1.6361182434498	3.78588625672492e-06	0.00124509768315865
Synpo	4192.96648579225	0.643419735918843	0.155370829699564	4.65386565692007e-06	0.00150771355147921
Polk	1351.29742776492	0.705676762847143	0.173749363660116	4.76478415977881e-06	0.00152094713194351
ENSMUSG00000121482	137.043474947971	-0.944237371415803	0.2677257536553	5.53753431771758e-06	0.00174199594058518
2810429I04Rik	22.3713885779781	-2.17878284201838	0.811571055570599	5.92546216485182e-06	0.00183740116786105
BC043934	178.775874450625	-1.08585324425445	0.350437753204399	7.80959923914804e-06	0.00235437723729094
Carhsp1	7141.15983551732	0.463253307912672	0.115394729988494	7.77602575794909e-06	0.00235437723729094
Fzd6	2228.19097386775	-0.459849539779897	0.114831126352531	7.93800320233681e-06	0.00236030544534141
