gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Rnase2b	15.381695302033	-17.7533562611328	1.75171491003985	1.42378908830373e-24	2.63030796173231e-20
Rcan1	2632.82407956419	-1.29726644815085	0.190298588033151	2.31416051196333e-13	2.13759006490052e-09
Pvr	2256.90727621752	-0.816044379536697	0.133791936837212	1.57568317362511e-11	9.70305698318343e-08
Abra	181.904636617425	-1.88470206690581	0.353608886164426	2.13791091748349e-10	9.87394157239749e-07
Noct	818.705583752633	-1.49773539157024	0.276887971366918	6.2887638122143e-10	2.32357245333694e-06
Hbegf	2770.88201676812	-1.2735381703832	0.233258022237813	9.62495507599173e-10	2.96352366789785e-06
Tnfrsf12a	1420.35895081303	-1.75321025237425	0.344479886644183	1.24152828531022e-09	3.27657050611729e-06
Medag	267.828958136404	-1.56218565858571	0.302352546807761	1.74563619921314e-09	4.03111039303294e-06
Elovl6	520.192743306881	-1.02339706629694	0.195193113796344	3.62557542034091e-09	6.69788803153779e-06
Flnc	585.056829934534	-1.72121893321826	0.350619434581257	3.40443179291287e-09	6.69788803153779e-06
Cd22	1282.00333584564	1.66092904882208	0.340549381291176	4.96438387829808e-09	8.33745706978898e-06
Creb5	573.02961563628	-1.07190073240662	0.210818292049951	7.91521206791322e-09	1.21854689785524e-05
Plat	2654.15283179854	-0.938198302582853	0.188042971831803	9.88375105972722e-09	1.40455705444154e-05
Dusp6	6041.19206101601	-0.883874318928836	0.180004487613681	1.15249670780447e-08	1.52080172714141e-05
Sele	128.438744602505	-1.97792149254949	0.45454832798798	1.75924750957272e-08	2.16668923278976e-05
Trib1	2375.51885963384	-1.0768055660588	0.221163685471796	2.08762697896745e-08	2.4104263005903e-05
Gfpt2	681.82382617821	-1.40879663779581	0.301753015550037	2.92865551102797e-08	3.18258717121945e-05
Frmd4a	4363.53362303238	0.623045606576623	0.141890262288493	3.23148818340515e-08	3.27816980618449e-05
Rgs3	3010.91393205091	0.797044813096176	0.174453287320532	3.37150732475399e-08	3.27816980618449e-05
Dusp8	1847.04657200717	-0.984963212371688	0.213515089291496	5.57736624736245e-08	5.15181320268869e-05
Iglc2	347.299178286096	1.5250816539236	0.346003185686686	6.04466251412001e-08	5.317575965993e-05
Cstf3	1508.68978151279	-0.478608673701545	0.110281790028548	7.69527605302028e-08	6.28608010601679e-05
C1qtnf7	1796.8499146924	0.692868881420304	0.162931188159683	7.82612549736853e-08	6.28608010601679e-05
Clec14a	16053.8236768052	0.85948068493206	0.196049757725346	9.79975629662366e-08	7.54336240932606e-05
Tril	750.404113323999	1.19854909317348	0.268981183324731	1.06358573039511e-07	7.8594731133277e-05
Ms4a1	1365.81155920035	1.53952807173336	0.369371403976309	1.42656189763654e-07	0.000101362709603606
Siglecg	810.738992857754	1.61286417733595	0.394930211891927	1.53983710907171e-07	0.000105359076862928
Fzd6	2228.19097386775	0.496084440771892	0.119856912832321	1.62082465431774e-07	0.000106939695228093
Tnfrsf13c	210.894902377308	1.44076609118005	0.346126660461109	1.92175936067159e-07	0.000122422698031196
Nr2f2	3777.12234379312	0.773187254319833	0.189953259883424	2.40894354574408e-07	0.000138569283220483
Lrig3	517.870458957673	0.928046194902143	0.221028463063815	2.47525514034641e-07	0.000138569283220483
Zfp395	1507.73554314561	0.827894243445986	0.200982649427611	2.46904029117531e-07	0.000138569283220483
Trim16	4715.20276456289	-0.553972595230588	0.139704622786252	2.43365086846793e-07	0.000138569283220483
Ahr	4418.52664915798	0.912567219824905	0.218505477666456	2.59182468631074e-07	0.000140827556632072
Glp1r	6861.2875338468	0.920388569591138	0.222476841967423	3.05469821644992e-07	0.000161235699573417
Nuak1	1813.24106936868	1.11627815960209	0.267593000954849	3.20944948854517e-07	0.000164698249587176
Fzd7	2200.55349357189	0.703957314991657	0.180392226043549	3.63095788691765e-07	0.00016718371292576
Cr2	418.880207370991	1.44823365430291	0.365429545079362	3.70450775792183e-07	0.00016718371292576
Prr5l	1608.48191678782	0.899055031054179	0.220907900133804	3.71036712674904e-07	0.00016718371292576
Mtss1	4056.23100058802	0.519911564826943	0.132671618849364	3.58459424457374e-07	0.00016718371292576
Lbh	13927.9849333656	0.826265470726679	0.205840103671815	3.67004494394677e-07	0.00016718371292576
Bcl11a	312.952029970522	1.50850951868204	0.386805376066509	3.86590383286429e-07	0.000170044541448416
Il5ra	75.0267673950117	2.04778266801616	0.602281076559007	4.29364689670721e-07	0.000174512874375883
Tspan15	3285.67626145496	0.52498304717616	0.135509777437991	4.21899943685668e-07	0.000174512874375883
Tox3	456.303803061071	0.840431685010262	0.210551632596838	4.18564104403132e-07	0.000174512874375883
Ccl12	80.2680664281412	-2.43279189146358	0.763056710313452	4.34534601130811e-07	0.000174512874375883
Mmp11	1286.69302355119	0.936297010257173	0.231662743055097	4.45522396737479e-07	0.000175118739517621
Adamts9	2683.71254143046	-0.947668901635647	0.237860176647342	5.56169447009908e-07	0.000196890004867379
Aen	1954.90223380006	-0.759782066271617	0.197280900099254	5.41146480077689e-07	0.000196890004867379
Shisa2	330.44535937248	1.41750337735525	0.366502373626928	5.42212921558295e-07	0.000196890004867379
Cbx4	1400.72299734369	0.745616127649343	0.19409437511899	5.35130112553825e-07	0.000196890004867379
Foxf2	1225.63125050348	1.14516917908456	0.285823464450577	5.53575208164206e-07	0.000196890004867379
Btg3	1771.85082380454	-0.454087198455663	0.114431830856182	5.64857110423899e-07	0.000196890004867379
H2-DMb2	980.041756202682	1.23850853581115	0.313625450740326	6.01148444590556e-07	0.000205659562321591
Card11	1163.64674634462	0.885397593645198	0.22598177073647	6.19526292719721e-07	0.000208093249667348
Hspa5	26572.9184652389	-0.844351384434461	0.217675169114538	6.40324324000751e-07	0.000211238420742676
D430019H16Rik	838.799491059213	0.83450194610897	0.215957424513634	6.56740151963057e-07	0.000212852939778342
Cyp27a1	1121.17619506568	0.867592156393262	0.223976040214774	6.94440959538965e-07	0.000221191418733152
Bmf	2071.22564458635	0.701960173087265	0.188121948287764	7.1799095700496e-07	0.000224816354910333
Spib	776.691123008301	1.44502483493107	0.385734457880009	7.32970113995929e-07	0.000225681498099346
Aplnr	1621.40711788239	1.27999102039359	0.333335127044978	7.91159666310543e-07	0.000235740059280983
Anxa1	12500.07588636	-0.914810171553698	0.236542205866159	7.86382500985359e-07	0.000235740059280983
Lax1	533.055394588453	1.07332293344324	0.277991913042757	9.1463934305124e-07	0.000267902154364586
AU020206	6947.65943965728	0.624260290081532	0.17184052732357	9.28101000288704e-07	0.000267902154364586
Chst7	264.482346379001	0.661516209765518	0.182705360673482	1.01654438444852e-06	0.000272168709540608
Gm15222	195.94556185089	0.979174847648396	0.256178290325145	9.99595707161155e-07	0.000272168709540608
Pou2af1	1133.97534899983	0.908348805044078	0.239631662532192	1.01007628446745e-06	0.000272168709540608
Zfp213	320.157482005867	0.673062671924307	0.185459386336315	1.00393343007311e-06	0.000272168709540608
Stip1	3896.42813853999	-0.775956297462192	0.209685221046003	1.00546041751797e-06	0.000272168709540608
Zfp362	1455.18497871117	0.592095866991514	0.164359606501219	1.06373379346744e-06	0.000279559642927418
Wscd1	1169.9273290045	0.908996228451221	0.24118087916588	1.08792703575112e-06	0.000279559642927418
Has1	124.664287700362	-1.35092809240329	0.366534079684762	1.08954716308185e-06	0.000279559642927418
Top1	6720.30611084595	-0.535329866477208	0.148192431388494	1.21803622541598e-06	0.000296078963530721
Fcrl1	302.195312538601	1.29026889254407	0.349167057017548	1.19661199952034e-06	0.000296078963530721
Plekha8	1108.56478288969	-0.600102726301499	0.167835679078155	1.1788340142271e-06	0.000296078963530721
