pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	9.8553048076368e-08	8.72194475475857e-06	0.704975715167238	0.688924309227748	2.21278617904309	52	13849,68214,394435,14872,14862,14873,74134,13107,56847,56615,67689,14857,14859,13088,13077,11670,13076
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	5.57578371226386e-05	0.00082242809755892	0.557332238758646	0.600737653134514	1.95180293999274	56	13087,68214,11761,394435,14872,14862,14873,56847,56615,67689,14857,14859,13088,13077,11670
KEGG_RETINOL_METABOLISM	0.000193354624848443	0.00201316285871614	0.518848077743792	0.609895976167927	1.90298159608715	45	232174,79235,13087,394435,67800,241452,546726,13088,13077,13076,13350,19682,77974,11529,20148,26358
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.00915326879781949	0.0487282958796262	0.380730400722792	0.575990236796142	1.67118692105015	30	14151,394435,11656,77697,17025,11655,67417
KEGG_GLUTATHIONE_METABOLISM	0.00894109974166988	0.0487282958796262	0.380730400722792	0.516209570634875	1.63272683747789	47	68214,14872,14862,207182,14873,269951,14776,75475,14854,56615,71522,14857,18263,14859,14598,110208,14782,14870
KEGG_BASAL_CELL_CARCINOMA	0.00953406546778615	0.0487282958796262	0.380730400722792	0.488194992751952	1.5765950565769	55	22417,19207,14632,216795,23805,13543,269209,22413,22411,22410,13542,22409,14370,19206,22412
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.0306770027955297	0.110812846832832	0.352487857583619	0.601710672256734	1.56042034495598	19	378435,30942,103988,21410,26424,15242,15377,15874,15205,15376,11925
KEGG_PHENYLALANINE_METABOLISM	0.0427365385206941	0.146077735683064	0.321775918075361	0.606920277193384	1.53927034551074	17	11758,56847,67689,13195,56441,14718,11670,15445,237940,11754
KEGG_TYPE_II_DIABETES_MELLITUS	0.0132346971246361	0.0616458260805419	0.380730400722792	0.485085220385938	1.52151503971213	46	11450,378435,12286,20528,16514,18709,18762,74769,12702,103988,18707
KEGG_FATTY_ACID_METABOLISM	0.0260382902205324	0.0980590929581752	0.352487857583619	0.491301258391519	1.48607135700136	38	78070,11370,52538,14081,216739,11669,11409,56752,15107,23986,74147,113868,80911,11430,11529,110695,12894
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.0189176019910981	0.077870129126148	0.352487857583619	0.439256479655584	1.46394129646716	66	11450,78070,21937,18534,241113,14081,100705,20528,216739,72674,108099,12702,16151,16846,11651,19697,11652,11604,55984,20182,20181,71609,14378
KEGG_HISTIDINE_METABOLISM	0.0647773279352227	0.191093117408907	0.252961123069611	0.505436744828586	1.45821855271926	29	76507,14317,56847,71670,67689,71761,11669,56752,13195,11670,243537,69536,11484,110695,73458
KEGG_TASTE_TRANSDUCTION	0.0561122244488978	0.180434476940382	0.271288554688953	0.495797895004345	1.45038797886589	31	12286,20276,387512,110326,16440,20277,16500,64337
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.0334422170218012	0.118385448257176	0.321775918075361	0.449273118669033	1.44631357587348	53	22417,19207,14632,216795,12161,269209,22413,22411,22410,22409,214897,19206,22412,12162,20423,27373,19335,22422,12234
KEGG_ARACHIDONIC_ACID_METABOLISM	0.0429154929690358	0.146077735683064	0.321775918075361	0.442387915590451	1.4255578914298	54	19223,207182,109857,64292,53357,12408,14776,71522,19225,13088,14598,13850,11684,11688,106648,26565,211429
KEGG_TYROSINE_METABOLISM	0.0583501006036217	0.180540931824164	0.266350657088526	0.468034780762798	1.41569570582646	38	11761,56847,67689,22018,13190,13195,56441,14718,11670,15445,18948,237940,11754,69536,15233,11529,73458,14874,14719
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.00608090881559819	0.0371145124262372	0.407017918923954	0.351250940081733	1.41457731661619	241	12671,65086,14809,57249,15466,14804,16867,53978,13489,11554,11539,20605,57385,14061,18430,19214,17171,14394,213527,114229,504186,237213,21338,11438,93896,381489,14802,14807,14402,11556,14404,14765,16846,11550,11548,14403,11435,108015,14599,14652,14810,14813,110834,18439,11555,108071,12000,11517,140498,18436,12425,11542,20609,14823,21337,14814
KEGG_PPAR_SIGNALING_PATHWAY	0.0591603053435115	0.180540931824164	0.257206466468838	0.404549421607348	1.34883059378056	65	93732,11450,78070,18534,14081,16202,103968,26457,216739,14077,18830,15360,74147,113868,104086,80911,20182,11430,20181
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.103305785123967	0.268996960486322	0.199915231309662	0.473096575146476	1.34543398571938	28	214579,212647,71670,70503,14718,76282,14415,216456,108682,11484,69719,14719,11611,268860
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.140816326530612	0.327953813104189	0.16823816568964	0.531919283252588	1.32960421340368	16	394435,11669,56752,110695,22235,394436,22236,231396
KEGG_BUTANOATE_METABOLISM	0.123015873015873	0.294314822635135	0.178219874951973	0.438177915162873	1.29600140566298	32	272428,214579,11669,11409,56752,15107,14415,20216,15360,74147,233799,14187,110695,15356
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0470809792843691	0.157232704402516	0.287857117255149	0.329718231802083	1.27457051194244	171	12671,213435,15466,16867,11941,70405,12286,11554,12292,12494,18430,16440,14672,18799,53313,20191,18127,21338,18821,58226,11556,228550,18575,11550,11548,72469,239556,12322,14810,14813,18439,18797,11555,108071,13866,18682,18436,11938,12325,12425,110891,21337,14814
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.175869120654397	0.357802693745152	0.149207542435322	0.502084771132982	1.27338668385155	17	394435,67880,102448
